"cluid_mukey"	"profit12"	"profit14"
"3179007410372"	"394.85"	"-61.14"
"3179007410404"	"342.50"	"-88.06"
"3179007410408"	"415.74"	"-50.36"
"3179007410410"	"154.18"	"-184.95"
"3179008410366"	"152.66"	"-76.96"
"3179008410404"	"120.99"	"-103.88"
"3179008410408"	"158.86"	"-66.18"
"3179010410366"	"147.70"	"-82.12"
"3179010410408"	"153.90"	"-71.34"
"3179013410372"	"153.61"	"-47.81"
"3179013410408"	"159.81"	"-39.07"
"3179014410366"	"195.70"	"-89.35"
"3179014410372"	"195.70"	"-89.35"
"3179014410404"	"164.03"	"-116.09"
"3179014410408"	"201.90"	"-78.64"
"3179014410410"	"50.29"	"-212.36"
"3179014410420"	"113.50"	"-158.87"
"3179016410366"	"151.36"	"-50.15"
"3179016410408"	"157.56"	"-41.41"
"3179017410366"	"151.14"	"-50.38"
"3179017410408"	"157.34"	"-41.64"
"3179020410366"	"161.64"	"-124.80"
"3179020410372"	"161.64"	"-124.80"
"3179020410404"	"129.97"	"-151.54"
"3179021410366"	"389.57"	"-123.82"
"3179021410372"	"389.57"	"-123.82"
"3179021410404"	"337.22"	"-150.56"
"3179021410408"	"410.46"	"-113.11"
"3179022410404"	"344.15"	"-143.35"
"3179023410366"	"441.39"	"-77.27"
"3179024410366"	"158.09"	"-43.15"
"3179024410372"	"158.09"	"-43.15"
"3179025410368"	"223.33"	"-160.15"
"3179025410383"	"328.29"	"-106.31"
"3179026410366"	"442.69"	"-133.11"
"3179026410372"	"442.69"	"-133.11"
"3179027410366"	"440.19"	"-78.52"
"3179027410408"	"461.14"	"-67.74"
"3179028410366"	"438.64"	"-80.13"
"3179028410408"	"459.59"	"-69.35"
"3179029410366"	"399.67"	"208.29"
"3179029410402"	"368.00"	"186.33"
"3179030410366"	"148.66"	"-81.12"
"3179030410408"	"154.86"	"-70.34"
"3179031410366"	"441.39"	"-77.27"
"3179032410366"	"466.53"	"-108.30"
"3179032410372"	"466.53"	"-108.30"
"3179032410404"	"414.02"	"-135.04"
"3179032410409"	"225.10"	"-231.31"
"3179032410410"	"225.10"	"-231.31"
"3179032410411"	"256.60"	"-215.28"
"3179032410420"	"330.07"	"-177.82"
"3179033410366"	"167.73"	"-118.46"
"3179033410372"	"167.73"	"-118.46"
"3179033410404"	"136.06"	"-145.20"
"3179033410408"	"173.93"	"-107.75"
"3179033410410"	"22.32"	"-241.47"
"3179034410366"	"167.01"	"-119.21"
"3179034410372"	"167.01"	"-119.21"
"3179034410395"	"-10.07"	"-263.64"
"3179034410404"	"135.34"	"-145.95"
"3179034410408"	"173.21"	"-108.50"
"3179034410410"	"21.60"	"-242.22"
"3179034410420"	"84.81"	"-188.73"
"3179035410366"	"446.79"	"-71.65"
"3179035410372"	"446.79"	"-71.65"
"3179035410374"	"373.26"	"-114.71"
"3179035410383"	"278.83"	"-157.79"
"3179035410404"	"394.28"	"-98.57"
"3179035410408"	"467.74"	"-60.87"
"3179035410409"	"205.36"	"-195.46"
"3179035410410"	"205.36"	"-195.46"
"3179037410366"	"165.80"	"-120.47"
"3179037410372"	"165.80"	"-120.47"
"3179037410404"	"134.13"	"-147.21"
"3179037410408"	"172.00"	"-109.76"
"3179037410410"	"20.39"	"-243.48"
"3179039410366"	"166.31"	"-34.59"
"3179039410372"	"166.31"	"-34.59"
"3179039410395"	"-10.77"	"-153.11"
"3179039410404"	"134.64"	"-56.55"
"3179039410408"	"172.51"	"-25.85"
"3179039410410"	"20.90"	"-135.62"
"3179039410420"	"84.11"	"-91.71"
"3179040410366"	"475.20"	"-42.08"
"3179040410372"	"475.20"	"-42.08"
"3179040410395"	"191.74"	"-187.45"
"3179040410404"	"422.69"	"-69.00"
"3179040410408"	"496.15"	"-31.30"
"3179040410410"	"233.77"	"-165.89"
"3179040410417"	"338.74"	"-112.05"
"3179040410420"	"338.74"	"-112.05"
"3179041410366"	"442.97"	"-75.62"
"3179041410372"	"442.97"	"-75.62"
"3179042410366"	"393.56"	"-119.67"
"3179042410368"	"121.49"	"-258.74"
"3179042410372"	"393.56"	"-119.67"
"3179042410374"	"320.26"	"-162.45"
"3179042410395"	"110.99"	"-264.10"
"3179042410404"	"341.21"	"-146.41"
"3179042410408"	"414.45"	"-108.96"
"3179042410410"	"152.89"	"-242.68"
"3179042410411"	"184.29"	"-226.65"
"3179044410366"	"405.68"	"-107.06"
"3179044410368"	"133.61"	"-246.13"
"3179044410372"	"405.68"	"-107.06"
"3179044410404"	"353.33"	"-133.80"
"3179044410408"	"426.57"	"-96.35"
"3179044410409"	"165.01"	"-230.07"
"3179044410410"	"165.01"	"-230.07"
"3179044410420"	"269.65"	"-176.58"
"3179046410366"	"453.88"	"-64.27"
"3179046410372"	"453.88"	"-64.27"
"3179046410374"	"380.35"	"-107.33"
"3179046410381"	"306.88"	"-139.63"
"3179046410383"	"285.92"	"-150.41"
"3179046410404"	"401.37"	"-91.19"
"3179046410408"	"474.83"	"-53.49"
"3179046410409"	"212.45"	"-188.08"
"3179046410410"	"212.45"	"-188.08"
"3179046410411"	"243.95"	"-171.94"
"3179047410404"	"137.84"	"-143.35"
"3179048410404"	"460.03"	"-30.14"
"3179048410410"	"271.11"	"-127.03"
"3179048410420"	"376.08"	"-73.19"
"3179049410372"	"453.13"	"-65.05"
"3179049410404"	"400.62"	"-91.97"
"3179051410366"	"443.59"	"-74.98"
"3179051410372"	"443.59"	"-74.98"
"3179051410404"	"391.08"	"-101.90"
"3179051410408"	"464.54"	"-64.20"
"3179052410366"	"152.66"	"-48.79"
"3179052410372"	"152.66"	"-48.79"
"3179052410404"	"120.99"	"-70.75"
"3179052410408"	"158.86"	"-40.05"
"3179052410409"	"7.25"	"-149.82"
"3179052410410"	"7.25"	"-149.82"
"3179053410366"	"467.07"	"-50.54"
"3179053410372"	"467.07"	"-50.54"
"3179053410395"	"183.61"	"-195.91"
"3179053410404"	"414.56"	"-77.46"
"3179053410408"	"488.02"	"-39.76"
"3179053410410"	"225.64"	"-174.35"
"3179053410419"	"246.60"	"-163.60"
"3179053410420"	"330.61"	"-120.51"
"3179055410366"	"458.31"	"-59.66"
"3179055410372"	"458.31"	"-59.66"
"3179055410395"	"174.85"	"-205.03"
"3179055410404"	"405.80"	"-86.58"
"3179055410408"	"479.26"	"-48.88"
"3179055410410"	"216.88"	"-183.47"
"3179055410417"	"321.85"	"-129.63"
"3179055410420"	"321.85"	"-129.63"
"3179058410366"	"466.49"	"-108.34"
"3179058410372"	"466.49"	"-108.34"
"3179058410374"	"392.96"	"-151.12"
"3179058410395"	"183.03"	"-252.77"
"3179058410404"	"413.98"	"-135.08"
"3179058410408"	"487.44"	"-97.63"
"3179058410410"	"225.06"	"-231.35"
"3179058410417"	"330.03"	"-177.86"
"3179058410420"	"330.03"	"-177.86"
"3179059410366"	"178.87"	"-21.51"
"3179059410372"	"178.87"	"-21.51"
"3179059410374"	"128.20"	"-56.68"
"3179059410403"	"77.66"	"-91.75"
"3179059410404"	"147.20"	"-43.47"
"3179059410408"	"185.07"	"-12.77"
"3179059410410"	"33.46"	"-122.54"
"3179059410420"	"96.67"	"-78.63"
"3179061410366"	"177.79"	"-22.64"
"3179061410372"	"177.79"	"-22.64"
"3179061410395"	"0.71"	"-141.16"
"3179061410404"	"146.12"	"-44.60"
"3179061410405"	"45.05"	"-114.84"
"3179061410408"	"183.99"	"-13.90"
"3179061410420"	"95.59"	"-79.76"
"3179062410366"	"191.67"	"-8.20"
"3179062410372"	"191.67"	"-8.20"
"3179062410395"	"14.59"	"-126.72"
"3179062410404"	"160.00"	"-30.16"
"3179062410408"	"197.87"	"0.54"
"3179062410420"	"109.47"	"-65.32"
"3179063410366"	"217.52"	"-66.64"
"3179063410404"	"185.85"	"-93.38"
"3179063410410"	"72.11"	"-189.65"
"3179064410366"	"158.68"	"-42.53"
"3179064410372"	"158.68"	"-42.53"
"3179064410404"	"127.01"	"-64.49"
"3179064410408"	"164.88"	"-33.79"
"3179064410420"	"76.48"	"-99.65"
"3179066410366"	"470.61"	"-18.70"
"3179066410372"	"470.61"	"-18.70"
"3179066410374"	"397.08"	"-53.87"
"3179066410395"	"187.15"	"-137.22"
"3179066410404"	"418.10"	"-40.66"
"3179066410408"	"491.56"	"-9.96"
"3179066410410"	"229.18"	"-119.73"
"3179066410420"	"334.15"	"-75.82"
"3179067410366"	"448.05"	"-70.33"
"3179067410372"	"448.05"	"-70.33"
"3179067410374"	"374.52"	"-113.39"
"3179067410395"	"164.59"	"-215.70"
"3179067410404"	"395.54"	"-97.25"
"3179067410408"	"469.00"	"-59.55"
"3179067410410"	"206.62"	"-194.14"
"3179067410420"	"311.59"	"-140.30"
"3179068410366"	"459.55"	"-58.37"
"3179068410372"	"459.55"	"-58.37"
"3179068410395"	"176.09"	"-203.74"
"3179068410404"	"407.04"	"-85.29"
"3179068410408"	"480.50"	"-47.59"
"3179068410410"	"218.12"	"-182.18"
"3179068410420"	"323.09"	"-128.34"
"3179070410366"	"210.37"	"11.27"
"3179070410367"	"58.63"	"-94.14"
"3179070410372"	"210.37"	"11.27"
"3179070410381"	"115.50"	"-54.60"
"3179070410383"	"109.16"	"-58.97"
"3179070410418"	"128.17"	"-45.85"
"3179071410366"	"443.78"	"-74.78"
"3179071410372"	"443.78"	"-74.78"
"3179072410366"	"454.56"	"-63.56"
"3179072410372"	"454.56"	"-63.56"
"3179072410374"	"381.03"	"-106.62"
"3179072410395"	"171.10"	"-208.93"
"3179072410404"	"402.05"	"-90.48"
"3179072410408"	"475.51"	"-52.78"
"3179072410410"	"213.13"	"-187.37"
"3179072410417"	"318.10"	"-133.53"
"3179072410420"	"318.10"	"-133.53"
"3179074410366"	"446.39"	"-43.90"
"3179074410372"	"446.39"	"-43.90"
"3179074410408"	"467.34"	"-35.16"
"3179075410366"	"152.39"	"-134.43"
"3179075410372"	"152.39"	"-134.43"
"3179075410404"	"120.72"	"-161.17"
"3179075410408"	"158.59"	"-123.72"
"3179075410410"	"6.98"	"-257.44"
"3179077410366"	"392.81"	"-63.26"
"3179077410372"	"392.81"	"-63.26"
"3179077410395"	"110.24"	"-208.63"
"3179077410404"	"340.46"	"-90.18"
"3179077410408"	"413.70"	"-52.48"
"3179077410410"	"152.14"	"-187.07"
"3179077410420"	"256.78"	"-133.23"
"3179078410366"	"395.70"	"-60.25"
"3179078410372"	"395.70"	"-60.25"
"3179078410373"	"364.30"	"-76.39"
"3179078410404"	"343.35"	"-87.17"
"3179078410408"	"416.59"	"-49.47"
"3179080410372"	"164.48"	"-121.85"
"3179080410373"	"145.48"	"-137.88"
"3179080410408"	"170.68"	"-111.14"
"3179081410366"	"391.69"	"-121.62"
"3179081410372"	"391.69"	"-121.62"
"3179081410404"	"339.34"	"-148.36"
"3179081410408"	"412.58"	"-110.91"
"3179081410412"	"151.02"	"-244.63"
"3179082410366"	"402.77"	"-110.09"
"3179082410372"	"402.77"	"-110.09"
"3179082410373"	"371.37"	"-126.12"
"3179082410386"	"235.34"	"-195.68"
"3179082410404"	"350.42"	"-136.83"
"3179082410408"	"423.66"	"-99.38"
"3179082410410"	"162.10"	"-233.10"
"3179082410412"	"162.10"	"-233.10"
"3179082410417"	"266.74"	"-179.61"
"3179082410420"	"266.74"	"-179.61"
"3179083410370"	"353.23"	"-133.73"
"3179083410372"	"416.03"	"-96.28"
"3179083410374"	"342.73"	"-139.06"
"3179083410381"	"269.49"	"-171.16"
"3179084410370"	"339.53"	"-147.99"
"3179084410372"	"402.33"	"-110.54"
"3179084410374"	"329.03"	"-153.32"
"3179084410404"	"349.98"	"-137.28"
"3179084410408"	"423.22"	"-99.83"
"3179084410410"	"161.66"	"-233.55"
"3179086410366"	"276.25"	"79.83"
"3179086410372"	"276.25"	"79.83"
"3179086410392"	"-39.77"	"-139.72"
"3179086410404"	"244.58"	"57.87"
"3179087410366"	"408.03"	"-19.26"
"3179087410372"	"408.03"	"-19.26"
"3179087410392"	"-115.15"	"-238.81"
"3179087410395"	"125.46"	"-137.78"
"3179087410404"	"355.68"	"-41.22"
"3179087410408"	"428.92"	"-10.52"
"3179087410410"	"167.36"	"-120.29"
"3179087410417"	"272.00"	"-76.38"
"3179087410420"	"272.00"	"-76.38"
"3179089410366"	"154.57"	"-46.81"
"3179089410372"	"154.57"	"-46.81"
"3179091410372"	"162.65"	"-38.40"
"3179094410366"	"166.77"	"-34.11"
"3179094410372"	"166.77"	"-34.11"
"3179094410404"	"135.10"	"-56.07"
"3179094410408"	"172.97"	"-25.37"
"3179094410410"	"21.36"	"-135.14"
"3179094410420"	"84.57"	"-91.23"
"3179095410366"	"449.23"	"-40.95"
"3179095410370"	"386.24"	"-71.65"
"3179095410372"	"449.23"	"-40.95"
"3179096410370"	"424.18"	"-32.16"
"3179096410374"	"413.64"	"-36.63"
"3179100410370"	"377.74"	"-108.22"
"3179100410371"	"356.79"	"-113.55"
"3179100410386"	"273.11"	"-156.36"
"3179100410411"	"231.27"	"-177.75"
"3179100410412"	"199.87"	"-193.78"
"3179101410366"	"425.19"	"-86.75"
"3179101410371"	"341.44"	"-129.53"
"3179101410372"	"425.19"	"-86.75"
"3179101410374"	"351.89"	"-129.53"
"3179101410412"	"184.52"	"-209.76"
"3179106410372"	"197.13"	"-2.51"
"3179106410374"	"146.46"	"-37.68"
"3179107410366"	"170.70"	"-30.02"
"3179107410372"	"170.70"	"-30.02"
"3179107410408"	"176.90"	"-21.28"
"3179107410415"	"139.03"	"-51.98"
"3179108410366"	"377.93"	"-135.94"
"3179108410372"	"377.93"	"-135.94"
"3179108410408"	"398.82"	"-125.23"
"3179109410366"	"453.57"	"-64.59"
"3179109410372"	"453.57"	"-64.59"
"3179109410383"	"285.61"	"-150.73"
"3179109410404"	"401.06"	"-91.51"
"3179109410408"	"474.52"	"-53.81"
"3179109410410"	"212.14"	"-188.40"
"3179109410417"	"317.11"	"-134.56"
"3179111410366"	"460.41"	"-57.48"
"3179111410368"	"187.49"	"-197.46"
"3179111410371"	"376.40"	"-100.54"
"3179111410372"	"460.41"	"-57.48"
"3179111410374"	"386.88"	"-100.54"
"3179111410381"	"313.41"	"-132.84"
"3179111410383"	"292.45"	"-143.62"
"3179111410386"	"292.45"	"-143.62"
"3179111410404"	"407.90"	"-84.40"
"3179111410408"	"481.36"	"-46.70"
"3179111410410"	"218.98"	"-181.29"
"3179111410417"	"323.95"	"-127.45"
"3179113410372"	"400.42"	"-112.53"
"3179113410374"	"327.12"	"-155.31"
"3179113410408"	"421.31"	"-101.82"
"3179114410372"	"374.83"	"-139.16"
"3179114410408"	"395.72"	"-128.45"
"3179115410372"	"377.91"	"-135.95"
"3179115410408"	"398.80"	"-125.24"
"3179117410366"	"441.03"	"-134.83"
"3179117410372"	"441.03"	"-134.83"
"3179117410408"	"461.98"	"-124.12"
"3179118410366"	"384.72"	"-128.87"
"3179118410372"	"384.72"	"-128.87"
"3179118410404"	"332.37"	"-155.61"
"3179118410408"	"405.61"	"-118.16"
"3179118410410"	"144.05"	"-251.88"
"3179119410366"	"169.81"	"-30.94"
"3179119410372"	"169.81"	"-30.94"
"3179119410374"	"119.14"	"-66.11"
"3179119410404"	"138.14"	"-52.90"
"3179119410408"	"176.01"	"-22.20"
"3179119410410"	"24.40"	"-131.97"
"3179119410411"	"43.41"	"-114.39"
"3179119410420"	"87.61"	"-88.06"
"3179120410366"	"406.25"	"-106.46"
"3179120410404"	"353.90"	"-133.20"
"3179120410408"	"427.14"	"-95.75"
"3179120410410"	"165.58"	"-229.47"
"3179120410417"	"270.22"	"-175.98"
"3179120410420"	"270.22"	"-175.98"
"3179122410366"	"395.60"	"-117.55"
"3179122410404"	"343.25"	"-144.29"
"3179122410408"	"416.49"	"-106.84"
"3179122410410"	"154.93"	"-240.56"
"3179122410420"	"259.57"	"-187.07"
"3179123410366"	"158.56"	"-42.66"
"3179123410372"	"158.56"	"-42.66"
"3179123410404"	"126.89"	"-64.62"
"3179123410408"	"164.76"	"-33.92"
"3179123410410"	"13.15"	"-143.69"
"3179124410366"	"162.09"	"-67.14"
"3179124410372"	"162.09"	"-67.14"
"3179124410404"	"130.42"	"-94.06"
"3179124410410"	"16.68"	"-190.95"
"3179124410420"	"79.89"	"-137.11"
"3179128410366"	"456.22"	"-61.83"
"3179128410370"	"393.23"	"-99.53"
"3179128410372"	"456.22"	"-61.83"
"3179128410408"	"477.17"	"-51.05"
"3179128410414"	"403.71"	"-88.75"
"3179128410415"	"403.71"	"-88.75"
"3179136410366"	"178.95"	"-21.44"
"3179136410372"	"178.95"	"-21.44"
"3179136410373"	"159.95"	"-34.65"
"3179136410374"	"128.28"	"-56.61"
"3179136410404"	"147.28"	"-43.40"
"3179136410408"	"185.15"	"-12.70"
"3179136410410"	"33.54"	"-122.47"
"3179136410411"	"52.55"	"-104.89"
"3179136410420"	"96.75"	"-78.56"
"3179140410366"	"166.21"	"-34.70"
"3179140410370"	"121.87"	"-65.40"
"3179141410366"	"166.29"	"-34.62"
"3179141410368"	"1.88"	"-148.77"
"3179141410370"	"121.95"	"-65.32"
"3179141410372"	"166.29"	"-34.62"
"3179141410374"	"115.62"	"-69.79"
"3179141410380"	"14.55"	"-140.03"
"3179141410404"	"134.62"	"-56.58"
"3179141410408"	"172.49"	"-25.88"
"3179141410410"	"20.88"	"-135.65"
"3179141410420"	"84.09"	"-91.74"
"3179142410366"	"154.53"	"-46.85"
"3179142410372"	"154.53"	"-46.85"
"3179144410366"	"444.10"	"-74.45"
"3179144410372"	"444.10"	"-74.45"
"3179144410374"	"370.57"	"-117.51"
"3179144410404"	"391.59"	"-101.37"
"3179144410408"	"465.05"	"-63.67"
"3179144410410"	"202.67"	"-198.26"
"3179144410411"	"234.17"	"-182.12"
"3179145410366"	"441.74"	"-76.91"
"3179145410372"	"441.74"	"-76.91"
"3179145410408"	"462.69"	"-66.13"
"3179146410366"	"445.74"	"-72.75"
"3179146410372"	"445.74"	"-72.75"
"3179146410408"	"466.69"	"-61.97"
"3179147410366"	"434.79"	"-84.14"
"3179147410372"	"434.79"	"-84.14"
"3179147410408"	"455.74"	"-73.36"
"3179148410372"	"447.11"	"-71.32"
"3179148410374"	"373.58"	"-114.38"
"3179148410408"	"468.06"	"-60.54"
"3179149410366"	"456.50"	"-61.54"
"3179149410372"	"456.50"	"-61.54"
"3179149410408"	"477.45"	"-50.76"
"3179149410411"	"246.57"	"-169.21"
"3179150410366"	"147.56"	"-54.11"
"3179150410404"	"115.89"	"-76.07"
"3179150410408"	"153.76"	"-45.37"
"3179153410366"	"383.36"	"-44.94"
"3179153410372"	"383.36"	"-44.94"
"3179153410374"	"310.06"	"-80.11"
"3179153410404"	"331.01"	"-66.90"
"3179153410408"	"404.25"	"-36.20"
"3179154410366"	"387.15"	"-40.99"
"3179154410372"	"387.15"	"-40.99"
"3179154410395"	"104.58"	"-159.51"
"3179154410404"	"334.80"	"-62.95"
"3179154410408"	"408.04"	"-32.25"
"3179154410410"	"146.48"	"-142.02"
"3179156410366"	"437.45"	"-81.37"
"3179156410372"	"437.45"	"-81.37"
"3179156410374"	"363.92"	"-124.43"
"3179156410408"	"458.40"	"-70.59"
"3179158410366"	"454.42"	"-63.70"
"3179158410372"	"454.42"	"-63.70"
"3179158410374"	"380.89"	"-106.76"
"3179158410408"	"475.37"	"-52.92"
"3179158410411"	"244.49"	"-171.37"
"3179158410412"	"212.99"	"-187.51"
"3179158410413"	"202.45"	"-192.90"
"3179160410370"	"421.63"	"-126.92"
"3179160410379"	"432.11"	"-116.21"
"3179160410408"	"505.57"	"-78.76"
"3179160410412"	"243.19"	"-212.48"
"3179163410366"	"161.75"	"-39.34"
"3179163410372"	"161.75"	"-39.34"
"3179163410374"	"111.08"	"-74.51"
"3179163410408"	"167.95"	"-30.60"
"3179166410367"	"39.60"	"-227.60"
"3179166410375"	"121.81"	"-158.08"
"3179166410398"	"229.21"	"-61.78"
"3179167410366"	"263.41"	"66.47"
"3179167410367"	"111.67"	"-38.94"
"3179167410368"	"99.00"	"-47.68"
"3179167410375"	"193.88"	"18.18"
"3179167410380"	"111.67"	"-38.94"
"3179167410381"	"168.54"	"0.60"
"3179167410386"	"162.20"	"-3.77"
"3179167410391"	"-46.41"	"-144.34"
"3179167410392"	"-52.61"	"-153.08"
"3179167410412"	"118.00"	"-34.56"
"3179167410414"	"231.74"	"44.51"
"3179171410366"	"382.38"	"-131.31"
"3179171410380"	"120.76"	"-265.03"
"3179171410387"	"350.98"	"-147.34"
"3179171410390"	"382.38"	"-131.31"
"3179171410404"	"330.03"	"-158.05"
"3179172410366"	"176.51"	"-23.97"
"3179172410372"	"176.51"	"-23.97"
"3179172410374"	"125.84"	"-59.14"
"3179172410395"	"-0.57"	"-142.49"
"3179172410404"	"144.84"	"-45.93"
"3179172410408"	"182.71"	"-15.23"
"3179172410410"	"31.10"	"-125.00"
"3179172410420"	"94.31"	"-81.09"
"3179173410366"	"445.51"	"-72.98"
"3179173410372"	"445.51"	"-72.98"
"3179173410395"	"162.05"	"-218.35"
"3179173410404"	"393.00"	"-99.90"
"3179173410408"	"466.46"	"-62.20"
"3179173410410"	"204.08"	"-196.79"
"3179174410366"	"379.57"	"-134.23"
"3179174410387"	"348.17"	"-150.26"
"3179174410390"	"379.57"	"-134.23"
"3179174410404"	"327.22"	"-160.97"
"3179175410372"	"157.38"	"-43.88"
"3179175410408"	"163.58"	"-35.14"
"3179177410370"	"482.70"	"-6.41"
"3179177410371"	"461.68"	"-11.77"
"3179177410379"	"493.18"	"4.37"
"3179177410381"	"398.69"	"-44.07"
"3179177410399"	"587.66"	"52.82"
"3179177410407"	"493.18"	"4.37"
"3179177410413"	"293.72"	"-97.91"
"3179179410374"	"416.59"	"-69.61"
"3179179410408"	"511.07"	"-15.77"
"3179179410411"	"280.19"	"-134.22"
"3179182410412"	"340.59"	"-54.71"
"3179183410379"	"579.71"	"94.43"
"3179183410399"	"674.19"	"142.88"
"3179184410366"	"485.63"	"-31.23"
"3179184410372"	"485.63"	"-31.23"
"3179184410374"	"412.10"	"-74.29"
"3179184410404"	"433.12"	"-58.15"
"3179184410407"	"433.12"	"-58.15"
"3179184410408"	"506.58"	"-20.45"
"3179184410410"	"244.20"	"-155.04"
"3179184410411"	"275.70"	"-138.90"
"3179184410412"	"244.20"	"-155.04"
"3179184410414"	"433.12"	"-58.15"
"3179184410420"	"349.17"	"-101.20"
"3179186410370"	"415.60"	"-133.19"
"3179186410379"	"426.08"	"-122.48"
"3179186410414"	"426.08"	"-122.48"
"3179187410370"	"475.40"	"-14.01"
"3179187410379"	"485.88"	"-3.23"
"3179187410381"	"391.39"	"-51.67"
"3179187410399"	"580.36"	"45.22"
"3179187410414"	"485.88"	"-3.23"
"3179188410372"	"496.15"	"-20.28"
"3179188410374"	"422.62"	"-63.34"
"3179188410408"	"517.10"	"-9.50"
"3179189410372"	"503.40"	"-12.73"
"3179189410408"	"524.35"	"-1.95"
"3179189410411"	"293.47"	"-120.40"
"3179189410412"	"261.97"	"-136.54"
"3179190410372"	"472.67"	"-44.71"
"3179190410408"	"493.62"	"-33.93"
"3179190410411"	"262.74"	"-152.38"
"3179190410412"	"231.24"	"-168.52"
"3179191410371"	"440.60"	"-33.71"
"3179191410374"	"451.08"	"-33.71"
"3179191410375"	"398.63"	"-55.27"
"3179193410370"	"437.23"	"-53.74"
"3179193410379"	"447.71"	"-42.96"
"3179193410381"	"353.22"	"-91.40"
"3179195410366"	"169.38"	"-31.40"
"3179195410372"	"169.38"	"-31.40"
"3179195410373"	"150.38"	"-44.61"
"3179195410374"	"118.71"	"-66.57"
"3179195410408"	"175.58"	"-22.66"
"3179195410415"	"137.71"	"-53.36"
"3179197410370"	"244.70"	"62.45"
"3179197410371"	"238.37"	"57.98"
"3179197410374"	"238.37"	"57.98"
"3179197410379"	"257.37"	"71.19"
"3179197410399"	"307.91"	"106.36"
"3179199410366"	"184.01"	"-16.17"
"3179199410371"	"133.34"	"-51.34"
"3179199410374"	"133.34"	"-51.34"
"3179201410366"	"413.88"	"-98.52"
"3179201410371"	"330.13"	"-141.30"
"3179201410372"	"413.88"	"-98.52"
"3179201410374"	"340.58"	"-141.30"
"3179201410408"	"434.77"	"-87.81"
"3179202410371"	"360.05"	"-110.16"
"3179202410372"	"443.80"	"-67.38"
"3179202410408"	"464.69"	"-56.67"
"3179202410412"	"203.13"	"-190.39"
"3179205410366"	"177.71"	"-22.72"
"3179205410372"	"177.71"	"-22.72"
"3179205410374"	"127.04"	"-57.89"
"3179205410392"	"-138.31"	"-242.27"
"3179205410404"	"146.04"	"-44.68"
"3179205410408"	"183.91"	"-13.98"
"3179205410410"	"32.30"	"-123.75"
"3179205410417"	"95.51"	"-79.84"
"3179205410420"	"95.51"	"-79.84"
"3179206410366"	"468.86"	"-48.67"
"3179206410372"	"468.86"	"-48.67"
"3179206410374"	"395.33"	"-91.73"
"3179206410404"	"416.35"	"-75.59"
"3179206410408"	"489.81"	"-37.89"
"3179206410410"	"227.43"	"-172.48"
"3179206410417"	"332.40"	"-118.64"
"3179206410420"	"332.40"	"-118.64"
"3179207410366"	"164.34"	"-36.64"
"3179207410372"	"164.34"	"-36.64"
"3179207410374"	"113.67"	"-71.81"
"3179207410404"	"132.67"	"-58.60"
"3179207410408"	"170.54"	"-27.90"
"3179207410410"	"18.93"	"-137.67"
"3179207410411"	"37.94"	"-120.09"
"3179207410413"	"12.60"	"-142.05"
"3179207410415"	"132.67"	"-58.60"
"3179207410417"	"82.14"	"-93.76"
"3179207410420"	"82.14"	"-93.76"
"3179210410398"	"446.67"	"-18.01"
"3179210410399"	"425.78"	"-31.12"
"3179220410368"	"104.52"	"-41.93"
"3179220410370"	"224.59"	"41.52"
"3179220410375"	"199.40"	"23.93"
"3179220410379"	"237.26"	"50.26"
"3179220410380"	"117.19"	"-33.19"
"3179220410392"	"-47.09"	"-147.33"
"3179220410398"	"306.80"	"98.55"
"3179220410399"	"287.80"	"85.43"
"3179221410374"	"159.64"	"-23.97"
"3179221410390"	"210.31"	"11.20"
"3179228410366"	"153.81"	"-47.60"
"3179228410372"	"153.81"	"-47.60"
"3179228410408"	"160.01"	"-38.86"
"3179228410412"	"8.40"	"-148.63"
"3179229410366"	"151.99"	"-49.50"
"3179229410372"	"151.99"	"-49.50"
"3179229410408"	"158.19"	"-40.76"
"3179230410366"	"174.76"	"-25.79"
"3179230410372"	"174.76"	"-25.79"
"3179230410374"	"124.09"	"-60.96"
"3179230410375"	"105.23"	"-74.08"
"3179230410404"	"143.09"	"-47.75"
"3179230410408"	"180.96"	"-17.05"
"3179230410410"	"29.35"	"-126.82"
"3179230410412"	"29.35"	"-126.82"
"3179231410369"	"4.00"	"-133.47"
"3179231410371"	"155.61"	"-28.16"
"3179231410374"	"155.61"	"-28.16"
"3179231410375"	"136.75"	"-41.28"
"3179231410383"	"105.07"	"-63.23"
"3179231410413"	"54.54"	"-98.40"
"3179232410369"	"208.40"	"-18.99"
"3179232410386"	"375.83"	"51.25"
"3179232410392"	"20.08"	"-98.06"
"3179232410393"	"-11.31"	"-111.27"
"3179232410399"	"585.10"	"134.70"
"3179232410407"	"490.91"	"99.53"
"3179234410366"	"361.47"	"140.37"
"3179234410411"	"235.07"	"32.70"
"3179234410414"	"329.80"	"113.45"
"3179235410366"	"479.88"	"-37.21"
"3179235410372"	"479.88"	"-37.21"
"3179235410374"	"406.35"	"-80.27"
"3179237410366"	"473.96"	"-43.37"
"3179237410372"	"473.96"	"-43.37"
"3179237410404"	"421.45"	"-70.29"
"3179237410408"	"494.91"	"-32.59"
"3179237410410"	"232.53"	"-167.18"
"3179237410420"	"337.50"	"-113.34"
"3179238410366"	"165.14"	"-35.81"
"3179238410372"	"165.14"	"-35.81"
"3179238410374"	"114.47"	"-70.98"
