"cluid_mukey"	"profit12"	"profit14"
"3181529410404"	"345.14"	"-85.31"
"3181529410408"	"418.38"	"-47.61"
"3181529410410"	"156.82"	"-182.20"
"3181530410366"	"396.92"	"-30.82"
"3181530410372"	"396.92"	"-30.82"
"3181530410374"	"323.62"	"-65.99"
"3181530410394"	"365.52"	"-44.03"
"3181530410395"	"114.35"	"-149.34"
"3181530410404"	"344.57"	"-52.78"
"3181530410408"	"417.81"	"-22.08"
"3181530410410"	"156.25"	"-131.85"
"3181530410420"	"260.89"	"-87.94"
"3181531410366"	"462.16"	"-55.66"
"3181531410372"	"462.16"	"-55.66"
"3181531410394"	"430.66"	"-71.80"
"3181531410404"	"409.65"	"-82.58"
"3181531410408"	"483.11"	"-44.88"
"3181531410410"	"220.73"	"-179.47"
"3181532410366"	"458.11"	"-117.06"
"3181532410404"	"405.60"	"-143.80"
"3181533410366"	"157.79"	"-43.46"
"3181533410372"	"157.79"	"-43.46"
"3181533410404"	"126.12"	"-65.42"
"3181533410408"	"163.99"	"-34.72"
"3181533410410"	"12.38"	"-144.49"
"3181533410420"	"75.59"	"-100.58"
"3181536410366"	"392.65"	"-120.62"
"3181536410372"	"392.65"	"-120.62"
"3181536410404"	"340.30"	"-147.36"
"3181536410408"	"413.54"	"-109.91"
"3181536410410"	"151.98"	"-243.63"
"3181536410420"	"256.62"	"-190.14"
"3181537410366"	"159.59"	"-41.58"
"3181537410372"	"159.59"	"-41.58"
"3181537410404"	"127.92"	"-63.54"
"3181537410408"	"165.79"	"-32.84"
"3181537410410"	"14.18"	"-142.61"
"3181538410366"	"159.60"	"-41.58"
"3181538410372"	"159.60"	"-41.58"
"3181538410394"	"140.60"	"-54.79"
"3181538410404"	"127.93"	"-63.54"
"3181538410408"	"165.80"	"-32.84"
"3181538410410"	"14.19"	"-142.61"
"3181538410420"	"77.40"	"-98.70"
"3181539410366"	"466.42"	"-51.22"
"3181539410372"	"466.42"	"-51.22"
"3181539410404"	"413.91"	"-78.14"
"3181539410408"	"487.37"	"-40.44"
"3181539410410"	"224.99"	"-175.03"
"3181539410420"	"329.96"	"-121.19"
"3181544410366"	"444.81"	"-73.71"
"3181544410372"	"444.81"	"-73.71"
"3181544410404"	"392.30"	"-100.63"
"3181544410408"	"465.76"	"-62.93"
"3181544410410"	"203.38"	"-197.52"
"3181546410366"	"486.67"	"-30.15"
"3181546410371"	"402.66"	"-73.21"
"3181546410372"	"486.67"	"-30.15"
"3181546410373"	"455.17"	"-46.29"
"3181546410374"	"413.14"	"-73.21"
"3181548410366"	"449.91"	"-68.40"
"3181548410372"	"449.91"	"-68.40"
"3181548410408"	"470.86"	"-57.62"
"3181548410412"	"208.48"	"-192.21"
"3181548410413"	"197.94"	"-197.60"
"3181550410366"	"386.90"	"-126.60"
"3181550410372"	"386.90"	"-126.60"
"3181550410397"	"93.88"	"-276.35"
"3181550410404"	"334.55"	"-153.34"
"3181550410408"	"407.79"	"-115.89"
"3181550410410"	"146.23"	"-249.61"
"3181550410420"	"250.87"	"-196.12"
"3181551410366"	"396.84"	"-59.07"
"3181551410372"	"396.84"	"-59.07"
"3181551410374"	"323.54"	"-102.13"
"3181551410397"	"103.82"	"-209.80"
"3181551410404"	"344.49"	"-85.99"
"3181551410408"	"417.73"	"-48.29"
"3181551410410"	"156.17"	"-182.88"
"3181551410420"	"260.81"	"-129.04"
"3181553410366"	"444.73"	"-45.63"
"3181553410372"	"444.73"	"-45.63"
"3181553410404"	"392.22"	"-67.59"
"3181553410408"	"465.68"	"-36.89"
"3181553410410"	"203.30"	"-146.66"
"3181555410366"	"384.30"	"-129.31"
"3181555410372"	"384.30"	"-129.31"
"3181555410404"	"331.95"	"-156.05"
"3181555410408"	"405.19"	"-118.60"
"3181555410410"	"143.63"	"-252.32"
"3181555410420"	"248.27"	"-198.83"
"3181556410366"	"166.32"	"-34.58"
"3181556410368"	"1.91"	"-148.73"
"3181556410372"	"166.32"	"-34.58"
"3181556410374"	"115.65"	"-69.75"
"3181556410404"	"134.65"	"-56.54"
"3181556410408"	"172.52"	"-25.84"
"3181556410410"	"20.91"	"-135.61"
"3181556410420"	"84.12"	"-91.70"
"3181558410366"	"460.42"	"-57.47"
"3181558410372"	"460.42"	"-57.47"
"3181558410374"	"386.89"	"-100.53"
"3181558410380"	"197.97"	"-192.06"
"3181558410404"	"407.91"	"-84.39"
"3181558410408"	"481.37"	"-46.69"
"3181558410410"	"218.99"	"-181.28"
"3181558410420"	"323.96"	"-127.44"
"3181559410366"	"155.61"	"-45.73"
"3181559410372"	"155.61"	"-45.73"
"3181560410366"	"152.39"	"-49.08"
"3181560410372"	"152.39"	"-49.08"
"3181560410374"	"101.72"	"-84.25"
"3181560410408"	"158.59"	"-40.34"
"3181561410366"	"150.82"	"-50.71"
"3181561410372"	"150.82"	"-50.71"
"3181561410408"	"157.02"	"-41.97"
"3181562410366"	"468.08"	"-49.49"
"3181562410368"	"195.16"	"-189.47"
"3181562410369"	"132.16"	"-221.78"
"3181562410372"	"468.08"	"-49.49"
"3181562410374"	"394.55"	"-92.55"
"3181562410395"	"184.62"	"-194.86"
"3181562410404"	"415.57"	"-76.41"
"3181562410408"	"489.03"	"-38.71"
"3181562410410"	"226.65"	"-173.30"
"3181562410420"	"331.62"	"-119.46"
"3181563410366"	"168.02"	"-60.97"
"3181563410372"	"168.02"	"-60.97"
"3181563410374"	"117.35"	"-104.03"
"3181563410404"	"136.35"	"-87.89"
"3181563410408"	"174.22"	"-50.19"
"3181563410410"	"22.61"	"-184.78"
"3181564410366"	"176.43"	"-24.06"
"3181564410372"	"176.43"	"-24.06"
"3181564410374"	"125.76"	"-59.23"
"3181564410395"	"-0.65"	"-142.58"
"3181564410404"	"144.76"	"-46.02"
"3181564410408"	"182.63"	"-15.32"
"3181564410410"	"31.02"	"-125.09"
"3181564410420"	"94.23"	"-81.18"
"3181565410366"	"452.12"	"-37.94"
"3181565410404"	"399.61"	"-59.90"
"3181565410420"	"315.66"	"-95.06"
"3181566410369"	"133.58"	"-220.31"
"3181566410372"	"469.50"	"-48.02"
"3181566410404"	"416.99"	"-74.94"
"3181566410410"	"228.07"	"-171.83"
"3181567410369"	"143.26"	"-210.23"
"3181567410395"	"195.72"	"-183.31"
"3181567410404"	"426.67"	"-64.86"
"3181567410420"	"342.72"	"-107.91"
"3181568410366"	"463.05"	"-54.72"
"3181568410372"	"463.05"	"-54.72"
"3181568410374"	"389.52"	"-97.78"
"3181568410404"	"410.54"	"-81.64"
"3181568410408"	"484.00"	"-43.94"
"3181568410410"	"221.62"	"-178.53"
"3181568410420"	"326.59"	"-124.69"
"3181569410366"	"168.24"	"-32.58"
"3181569410372"	"168.24"	"-32.58"
"3181569410373"	"149.24"	"-45.79"
"3181569410404"	"136.57"	"-54.54"
"3181569410408"	"174.44"	"-23.84"
"3181569410410"	"22.83"	"-133.61"
"3181569410420"	"86.04"	"-89.70"
"3181570410366"	"164.98"	"-35.98"
"3181570410372"	"164.98"	"-35.98"
"3181570410373"	"145.98"	"-49.19"
"3181570410374"	"114.31"	"-71.15"
"3181570410404"	"133.31"	"-57.94"
"3181570410408"	"171.18"	"-27.24"
"3181570410410"	"19.57"	"-137.01"
"3181571410366"	"162.71"	"-123.69"
"3181571410404"	"131.04"	"-150.43"
"3181571410408"	"168.91"	"-112.98"
"3181571410410"	"17.30"	"-246.70"
"3181572410368"	"9.90"	"-140.41"
"3181572410372"	"174.31"	"-26.26"
"3181572410374"	"123.64"	"-61.43"
"3181572410404"	"142.64"	"-48.22"
"3181572410408"	"180.51"	"-17.52"
"3181572410410"	"28.90"	"-127.29"
"3181575410366"	"161.49"	"-39.61"
"3181575410368"	"-2.92"	"-153.76"
"3181575410372"	"161.49"	"-39.61"
"3181575410374"	"110.82"	"-74.78"
"3181575410404"	"129.82"	"-61.57"
"3181575410408"	"167.69"	"-30.87"
"3181575410410"	"16.08"	"-140.64"
"3181576410366"	"161.21"	"-39.90"
"3181576410372"	"161.21"	"-39.90"
"3181576410404"	"129.54"	"-61.86"
"3181576410408"	"167.41"	"-31.16"
"3181576410409"	"15.80"	"-140.93"
"3181579410372"	"160.64"	"-40.49"
"3181579410374"	"109.97"	"-75.66"
"3181579410394"	"141.64"	"-53.70"
"3181579410404"	"128.97"	"-62.45"
"3181579410408"	"166.84"	"-31.75"
"3181580410366"	"188.67"	"-11.32"
"3181580410368"	"24.26"	"-125.47"
"3181580410372"	"188.67"	"-11.32"
"3181580410374"	"138.00"	"-46.49"
"3181580410394"	"169.67"	"-24.53"
"3181580410400"	"157.00"	"-33.28"
"3181580410404"	"157.00"	"-33.28"
"3181580410406"	"-108.48"	"-217.66"
"3181580410408"	"194.87"	"-2.58"
"3181580410410"	"43.26"	"-112.35"
"3181580410411"	"62.27"	"-94.77"
"3181580410413"	"36.93"	"-116.73"
"3181580410420"	"106.47"	"-68.44"
"3181581410366"	"197.58"	"-2.04"
"3181581410372"	"197.58"	"-2.04"
"3181581410373"	"178.58"	"-15.25"
"3181581410404"	"165.91"	"-24.00"
"3181581410408"	"203.78"	"6.70"
"3181581410410"	"52.17"	"-103.07"
"3181581410417"	"115.38"	"-59.16"
"3181581410419"	"64.84"	"-94.24"
"3181581410420"	"115.38"	"-59.16"
"3181582410366"	"469.62"	"-47.88"
"3181582410372"	"469.62"	"-47.88"
"3181582410373"	"438.12"	"-64.02"
"3181582410374"	"396.09"	"-90.94"
"3181582410404"	"417.11"	"-74.80"
"3181582410408"	"490.57"	"-37.10"
"3181582410410"	"228.19"	"-171.69"
"3181582410417"	"333.16"	"-117.85"
"3181582410419"	"249.15"	"-160.94"
"3181583410366"	"157.29"	"-43.98"
"3181583410372"	"157.29"	"-43.98"
"3181583410374"	"106.62"	"-79.15"
"3181583410404"	"125.62"	"-65.94"
"3181583410408"	"163.49"	"-35.24"
"3181583410410"	"11.88"	"-145.01"
"3181583410420"	"75.09"	"-101.10"
"3181584410366"	"477.34"	"-97.04"
"3181584410372"	"477.34"	"-97.04"
"3181584410395"	"193.88"	"-241.47"
"3181584410404"	"424.83"	"-123.78"
"3181584410408"	"498.29"	"-86.33"
"3181584410410"	"235.91"	"-220.05"
"3181584410411"	"267.41"	"-204.02"
"3181584410420"	"340.88"	"-166.56"
"3181586410366"	"382.67"	"-131.00"
"3181586410372"	"382.67"	"-131.00"
"3181586410374"	"309.37"	"-173.78"
"3181586410395"	"100.10"	"-275.43"
"3181586410404"	"330.32"	"-157.74"
"3181586410408"	"403.56"	"-120.29"
"3181586410410"	"142.00"	"-254.01"
"3181587410366"	"389.45"	"-38.60"
"3181587410372"	"389.45"	"-38.60"
"3181587410404"	"337.10"	"-60.56"
"3181587410408"	"410.34"	"-29.86"
"3181587410410"	"148.78"	"-139.63"
"3181587410411"	"180.18"	"-122.05"
"3181587410417"	"253.42"	"-95.72"
"3181588410366"	"471.54"	"-45.89"
"3181588410372"	"471.54"	"-45.89"
"3181588410395"	"188.08"	"-191.26"
"3181588410403"	"303.58"	"-132.03"
"3181588410404"	"419.03"	"-72.81"
"3181588410408"	"492.49"	"-35.11"
"3181588410410"	"230.11"	"-169.70"
"3181588410417"	"335.08"	"-115.86"
"3181588410419"	"251.07"	"-158.95"
"3181588410420"	"335.08"	"-115.86"
"3181589410366"	"476.20"	"-41.04"
"3181589410372"	"476.20"	"-41.04"
"3181589410374"	"402.67"	"-84.10"
"3181589410395"	"192.74"	"-186.41"
"3181589410403"	"308.24"	"-127.18"
"3181589410404"	"423.69"	"-67.96"
"3181589410407"	"423.69"	"-67.96"
"3181589410408"	"497.15"	"-30.26"
"3181589410409"	"234.77"	"-164.85"
"3181589410410"	"234.77"	"-164.85"
"3181589410411"	"266.27"	"-148.71"
"3181589410417"	"339.74"	"-111.01"
"3181589410419"	"255.73"	"-154.10"
"3181589410420"	"339.74"	"-111.01"
"3181590410366"	"173.65"	"-26.95"
"3181590410368"	"9.24"	"-141.10"
"3181590410372"	"173.65"	"-26.95"
"3181590410374"	"122.98"	"-62.12"
"3181590410384"	"-3.43"	"-145.47"
"3181590410404"	"141.98"	"-48.91"
"3181590410408"	"179.85"	"-18.21"
"3181590410410"	"28.24"	"-127.98"
"3181590410420"	"91.45"	"-84.07"
"3181592410366"	"389.50"	"-123.89"
"3181592410372"	"389.50"	"-123.89"
"3181592410404"	"337.15"	"-150.63"
"3181592410408"	"410.39"	"-113.18"
"3181592410410"	"148.83"	"-246.90"
"3181592410420"	"253.47"	"-193.41"
"3181596410366"	"460.04"	"-50.48"
"3181596410374"	"386.74"	"-93.26"
"3181596410395"	"177.47"	"-194.91"
"3181596410404"	"407.69"	"-77.22"
"3181596410408"	"480.93"	"-39.77"
"3181596410412"	"219.37"	"-173.49"
"3181598410366"	"383.90"	"-44.37"
"3181598410372"	"383.90"	"-44.37"
"3181598410404"	"331.55"	"-66.33"
"3181603410366"	"155.42"	"-131.27"
"3181603410372"	"155.42"	"-131.27"
"3181603410404"	"123.75"	"-158.01"
"3181603410408"	"161.62"	"-120.56"
"3181603410410"	"10.01"	"-254.28"
"3181603410411"	"29.02"	"-238.25"
"3181604410366"	"470.69"	"-103.97"
"3181604410372"	"470.69"	"-103.97"
"3181604410374"	"397.16"	"-146.75"
"3181604410384"	"187.23"	"-248.40"
"3181604410395"	"187.23"	"-248.40"
"3181604410404"	"418.18"	"-130.71"
"3181604410408"	"491.64"	"-93.26"
"3181604410410"	"229.26"	"-226.98"
"3181604410420"	"334.23"	"-173.49"
"3181605410372"	"443.26"	"-132.52"
"3181605410404"	"390.75"	"-159.26"
"3181605410408"	"464.21"	"-121.81"
"3181607410366"	"162.92"	"-38.12"
"3181607410372"	"162.92"	"-38.12"
"3181607410374"	"112.25"	"-73.29"
"3181607410395"	"-14.16"	"-156.64"
"3181607410404"	"131.25"	"-60.08"
"3181607410408"	"169.12"	"-29.38"
"3181607410410"	"17.51"	"-139.15"
"3181607410420"	"80.72"	"-95.24"
"3181608410366"	"213.95"	"-13.16"
"3181608410372"	"213.95"	"-13.16"
"3181608410404"	"182.28"	"-40.08"
"3181608410410"	"68.54"	"-136.97"
"3181608410420"	"131.75"	"-83.13"
"3181609410404"	"194.64"	"-27.22"
"3181609410410"	"80.90"	"-124.11"
"3181609410420"	"144.11"	"-70.27"
"3181615410366"	"377.72"	"-50.81"
"3181615410372"	"377.72"	"-50.81"
"3181615410408"	"398.61"	"-42.07"
"3181617410366"	"185.30"	"-14.82"
"3181617410372"	"185.30"	"-14.82"
"3181617410373"	"166.30"	"-28.03"
"3181617410404"	"153.63"	"-36.78"
"3181617410408"	"191.50"	"-6.08"
"3181617410410"	"39.89"	"-115.85"
"3181617410420"	"103.10"	"-71.94"
"3181622410366"	"163.34"	"-37.68"
"3181622410372"	"163.34"	"-37.68"
"3181622410394"	"144.34"	"-50.89"
"3181622410404"	"131.67"	"-59.64"
"3181622410408"	"169.54"	"-28.94"
"3181622410410"	"17.93"	"-138.71"
"3181622410417"	"81.14"	"-94.80"
"3181622410420"	"81.14"	"-94.80"
"3181626410366"	"439.75"	"-78.98"
"3181626410372"	"439.75"	"-78.98"
"3181626410404"	"387.24"	"-105.90"
"3181626410408"	"460.70"	"-68.20"
"3181627410366"	"450.66"	"-67.62"
"3181627410372"	"450.66"	"-67.62"
"3181627410404"	"398.15"	"-94.54"
"3181628410366"	"450.01"	"-68.29"
"3181628410372"	"450.01"	"-68.29"
"3181628410373"	"418.51"	"-84.43"
"3181628410374"	"376.48"	"-111.35"
"3181628410404"	"397.50"	"-95.21"
"3181628410408"	"470.96"	"-57.51"
"3181628410410"	"208.58"	"-192.10"
"3181628410412"	"208.58"	"-192.10"
"3181628410417"	"313.55"	"-138.26"
"3181628410420"	"313.55"	"-138.26"
"3181630410404"	"411.88"	"-80.25"
"3181630410410"	"222.96"	"-177.14"
"3181631410366"	"453.27"	"-64.90"
"3181631410404"	"400.76"	"-91.82"
"3181632410366"	"444.71"	"-73.82"
"3181632410368"	"171.79"	"-213.80"
"3181632410404"	"392.20"	"-100.74"
"3181632410408"	"465.66"	"-63.04"
"3181632410410"	"203.28"	"-197.63"
"3181633410366"	"159.25"	"-41.94"
"3181633410402"	"127.58"	"-63.90"
"3181633410404"	"127.58"	"-63.90"
"3181633410408"	"165.45"	"-33.20"
"3181633410410"	"13.84"	"-142.97"
"3181634410366"	"175.86"	"-24.65"
"3181634410372"	"175.86"	"-24.65"
"3181634410373"	"156.86"	"-37.86"
"3181634410374"	"125.19"	"-59.82"
"3181634410404"	"144.19"	"-46.61"
"3181634410408"	"182.06"	"-15.91"
"3181634410410"	"30.45"	"-125.68"
"3181639410366"	"180.70"	"-19.62"
"3181639410372"	"180.70"	"-19.62"
"3181639410373"	"161.70"	"-32.83"
"3181639410374"	"130.03"	"-54.79"
"3181639410408"	"186.90"	"-10.88"
"3181639410411"	"54.30"	"-103.07"
"3181639410412"	"35.29"	"-120.65"
"3181639410414"	"149.03"	"-41.58"
"3181639410415"	"149.03"	"-41.58"
"3181639410418"	"98.50"	"-76.74"
"3181640410366"	"396.67"	"-59.25"
"3181640410372"	"396.67"	"-59.25"
"3181640410374"	"323.37"	"-102.31"
"3181640410399"	"438.51"	"-37.72"
"3181640410404"	"344.32"	"-86.17"
"3181640410408"	"417.56"	"-48.47"
"3181640410412"	"156.00"	"-183.06"
"3181640410413"	"145.49"	"-188.45"
"3181641410366"	"457.45"	"-117.74"
"3181641410372"	"457.45"	"-117.74"
"3181641410374"	"383.92"	"-160.52"
"3181641410395"	"173.99"	"-262.17"
"3181641410404"	"404.94"	"-144.48"
"3181641410408"	"478.40"	"-107.03"
"3181641410410"	"216.02"	"-240.75"
"3181641410417"	"320.99"	"-187.26"
"3181641410420"	"320.99"	"-187.26"
"3181642410366"	"469.01"	"-48.52"
"3181642410372"	"469.01"	"-48.52"
"3181642410374"	"395.48"	"-91.58"
"3181642410385"	"469.01"	"-48.52"
"3181642410395"	"185.55"	"-193.89"
"3181642410404"	"416.50"	"-75.44"
"3181642410407"	"416.50"	"-75.44"
"3181642410408"	"489.96"	"-37.74"
"3181642410410"	"227.58"	"-172.33"
"3181642410411"	"259.08"	"-156.19"
"3181642410412"	"227.58"	"-172.33"
"3181642410417"	"332.55"	"-118.49"
"3181642410420"	"332.55"	"-118.49"
"3181643410366"	"466.69"	"-50.94"
"3181643410372"	"466.69"	"-50.94"
"3181643410374"	"393.16"	"-94.00"
"3181643410395"	"183.23"	"-196.31"
"3181643410404"	"414.18"	"-77.86"
"3181643410407"	"414.18"	"-77.86"
"3181643410408"	"487.64"	"-40.16"
"3181643410410"	"225.26"	"-174.75"
"3181643410411"	"256.76"	"-158.61"
"3181643410417"	"330.23"	"-120.91"
"3181643410420"	"330.23"	"-120.91"
"3181644410372"	"184.80"	"-15.35"
"3181644410408"	"191.00"	"-6.61"
"3181644410409"	"39.39"	"-116.38"
"3181644410411"	"58.40"	"-98.80"
"3181644410418"	"102.60"	"-72.47"
"3181647410366"	"459.01"	"-30.77"
"3181647410371"	"375.00"	"-65.94"
"3181647410372"	"459.01"	"-30.77"
"3181647410373"	"427.51"	"-43.98"
"3181647410374"	"385.48"	"-65.94"
"3181647410399"	"500.98"	"-17.56"
"3181647410404"	"406.50"	"-52.73"
"3181647410408"	"479.96"	"-22.03"
"3181647410410"	"217.58"	"-131.80"
"3181647410411"	"249.08"	"-114.22"
"3181647410412"	"217.58"	"-131.80"
"3181647410417"	"322.55"	"-87.89"
"3181647410418"	"333.03"	"-87.89"
"3181648410366"	"218.39"	"19.61"
"3181648410370"	"174.05"	"-11.09"
"3181648410372"	"218.39"	"19.61"
"3181648410374"	"167.72"	"-15.56"
"3181648410399"	"237.26"	"32.82"
"3181648410408"	"224.59"	"28.35"
"3181648410411"	"91.99"	"-63.84"
"3181648410412"	"72.98"	"-81.42"
"3181648410418"	"136.19"	"-37.51"
"3181649410366"	"202.06"	"2.61"
"3181649410371"	"151.39"	"-32.56"
"3181649410372"	"202.06"	"2.61"
"3181649410374"	"151.39"	"-32.56"
"3181649410383"	"100.85"	"-67.63"
"3181649410392"	"-113.96"	"-216.94"
"3181649410404"	"170.39"	"-19.35"
"3181649410408"	"208.26"	"11.35"
"3181649410409"	"56.65"	"-98.42"
"3181649410418"	"119.86"	"-54.51"
"3181650410372"	"191.44"	"-8.43"
"3181650410374"	"140.77"	"-43.60"
"3181650410383"	"90.23"	"-78.67"
"3181650410409"	"46.03"	"-109.46"
"3181650410411"	"65.04"	"-91.88"
"3181650410418"	"109.24"	"-65.55"
"3181651410372"	"181.44"	"-18.84"
"3181651410409"	"36.03"	"-119.87"
"3181651410418"	"99.24"	"-75.96"
"3181654410403"	"79.81"	"-190.22"
"3181654410420"	"98.82"	"-174.15"
"3181656410366"	"189.09"	"-10.88"
"3181656410372"	"189.09"	"-10.88"
"3181656410374"	"138.42"	"-46.05"
"3181656410375"	"119.56"	"-59.17"
"3181656410397"	"12.01"	"-129.40"
"3181656410404"	"157.42"	"-32.84"
"3181656410405"	"56.35"	"-103.08"
"3181656410408"	"195.29"	"-2.14"
"3181656410411"	"62.69"	"-94.33"
"3181656410412"	"43.68"	"-111.91"
"3181656410413"	"37.35"	"-116.29"
"3181656410420"	"106.89"	"-68.00"
"3181668410366"	"409.74"	"-17.48"
"3181668410370"	"346.94"	"-48.18"
"3181668410372"	"409.74"	"-17.48"
"3181668410375"	"284.15"	"-65.77"
"3181668410399"	"451.58"	"-4.27"
"3181668410408"	"430.63"	"-8.74"
"3181668410412"	"169.07"	"-118.51"
"3181668410418"	"284.15"	"-74.60"
"3181669410370"	"345.09"	"-50.10"
"3181669410372"	"407.89"	"-19.40"
"3181669410418"	"282.30"	"-76.52"
"3181670410366"	"380.45"	"-133.32"
"3181670410372"	"380.45"	"-133.32"
"3181672410366"	"408.55"	"-46.88"
"3181672410372"	"408.55"	"-46.88"
"3181672410374"	"335.25"	"-89.94"
"3181672410380"	"146.93"	"-181.47"
"3181672410383"	"241.12"	"-133.02"
"3181672410395"	"125.98"	"-192.25"
"3181672410404"	"356.20"	"-73.80"
"3181672410408"	"429.44"	"-36.10"
"3181672410409"	"167.88"	"-170.69"
"3181672410412"	"167.88"	"-170.69"
"3181673410366"	"423.53"	"-31.29"
"3181673410372"	"423.53"	"-31.29"
"3181673410374"	"350.23"	"-74.35"
"3181673410404"	"371.18"	"-58.21"
"3181673410407"	"371.18"	"-58.21"
"3181674410366"	"189.18"	"-10.79"
"3181674410372"	"189.18"	"-10.79"
"3181674410395"	"12.10"	"-129.31"
"3181674410404"	"157.51"	"-32.75"
"3181674410408"	"195.38"	"-2.05"
"3181674410409"	"43.77"	"-111.82"
"3181674410410"	"43.77"	"-111.82"
"3181674410417"	"106.98"	"-67.91"
"3181674410420"	"106.98"	"-67.91"
"3181675410366"	"176.20"	"-24.30"
"3181675410372"	"176.20"	"-24.30"
"3181675410404"	"144.53"	"-46.26"
"3181675410408"	"182.40"	"-15.56"
"3181675410410"	"30.79"	"-125.33"
"3181675410419"	"43.46"	"-116.50"
"3181675410420"	"94.00"	"-81.42"
"3181676410366"	"176.32"	"-109.52"
"3181676410368"	"11.91"	"-248.59"
"3181676410372"	"176.32"	"-109.52"
"3181676410374"	"125.65"	"-152.30"
"3181676410384"	"-0.76"	"-253.95"
"3181676410395"	"-0.76"	"-253.95"
"3181676410404"	"144.65"	"-136.26"
"3181676410406"	"-120.83"	"-355.57"
"3181676410408"	"182.52"	"-98.81"
"3181676410411"	"49.92"	"-216.50"
"3181676410412"	"30.91"	"-232.53"
"3181677410366"	"467.04"	"-50.57"
"3181677410372"	"467.04"	"-50.57"
"3181677410374"	"393.51"	"-93.63"
"3181677410404"	"414.53"	"-77.49"
"3181677410408"	"487.99"	"-39.79"
"3181677410419"	"246.57"	"-163.63"
"3181677410420"	"330.58"	"-120.54"
"3181678410366"	"453.41"	"-121.95"
"3181678410372"	"453.41"	"-121.95"
"3181678410374"	"379.88"	"-164.73"
"3181678410397"	"159.47"	"-271.70"
"3181678410404"	"400.90"	"-148.69"
"3181678410408"	"474.36"	"-111.24"
"3181679410372"	"461.34"	"-56.51"
"3181679410374"	"387.81"	"-99.57"
"3181679410404"	"408.83"	"-83.43"
"3181679410408"	"482.29"	"-45.73"
"3181683410366"	"171.59"	"-29.09"
"3181683410372"	"171.59"	"-29.09"
"3181683410374"	"120.92"	"-64.26"
"3181683410404"	"139.92"	"-51.05"
"3181684410366"	"161.82"	"-39.26"
"3181684410372"	"161.82"	"-39.26"
"3181684410404"	"130.15"	"-61.22"
"3181684410408"	"168.02"	"-30.52"
"3181684410410"	"16.41"	"-140.29"
"3181686410366"	"159.49"	"-41.68"
"3181686410372"	"159.49"	"-41.68"
"3181686410374"	"108.82"	"-76.85"
"3181686410404"	"127.82"	"-63.64"
"3181686410408"	"165.69"	"-32.94"
"3181686410410"	"14.08"	"-142.71"
"3181687410366"	"194.18"	"-5.58"
"3181687410372"	"194.18"	"-5.58"
"3181687410374"	"143.51"	"-40.75"
"3181687410394"	"175.18"	"-18.79"
"3181687410397"	"17.10"	"-124.10"
"3181687410404"	"162.51"	"-27.54"
"3181687410406"	"-102.97"	"-211.92"
"3181687410408"	"200.38"	"3.16"
"3181687410410"	"48.77"	"-106.61"
"3181687410411"	"67.78"	"-89.03"
"3181687410412"	"48.77"	"-106.61"
"3181687410420"	"111.98"	"-62.70"
"3181688410366"	"156.11"	"-45.20"
"3181688410372"	"156.11"	"-45.20"
"3181694410366"	"471.07"	"-46.38"
"3181694410372"	"471.07"	"-46.38"
"3181694410374"	"397.54"	"-89.44"
"3181694410395"	"187.61"	"-191.75"
"3181694410397"	"177.13"	"-197.11"
"3181694410404"	"418.56"	"-73.30"
"3181694410408"	"492.02"	"-35.60"
"3181694410417"	"334.61"	"-116.35"
"3181694410420"	"334.61"	"-116.35"
"3181696410366"	"160.33"	"-40.82"
"3181696410368"	"-4.08"	"-154.97"
"3181696410372"	"160.33"	"-40.82"
"3181696410374"	"109.66"	"-75.99"
"3181696410384"	"-16.75"	"-159.34"
"3181696410404"	"128.66"	"-62.78"
"3181696410408"	"166.53"	"-32.08"
"3181696410410"	"14.92"	"-141.85"
"3181696410420"	"78.13"	"-97.94"
"3181699410366"	"446.34"	"-72.12"
"3181699410372"	"446.34"	"-72.12"
"3181699410404"	"393.83"	"-99.04"
"3181699410408"	"467.29"	"-61.34"
"3181699410410"	"204.91"	"-195.93"
"3181700410366"	"391.85"	"-64.26"
"3181700410372"	"391.85"	"-64.26"
"3181700410408"	"412.74"	"-53.48"
"3181700410412"	"151.18"	"-188.07"
"3181700410418"	"266.26"	"-128.88"
"3181701410366"	"382.85"	"-73.63"
"3181701410412"	"142.18"	"-197.44"
"3181701410418"	"257.26"	"-138.25"
"3181703410366"	"454.61"	"-63.51"
"3181703410404"	"402.10"	"-90.43"
"3181703410408"	"475.56"	"-52.73"
"3181703410410"	"213.18"	"-187.32"
"3181712410366"	"174.23"	"-26.35"
"3181712410370"	"129.89"	"-57.05"
"3181712410383"	"73.02"	"-96.59"
"3181712410395"	"-2.85"	"-144.87"
"3181712410404"	"142.56"	"-48.31"
"3181712410409"	"28.82"	"-127.38"
"3181713410366"	"156.23"	"-130.43"
"3181713410370"	"111.89"	"-167.88"
"3181713410404"	"124.56"	"-157.17"
"3181715410366"	"147.51"	"-54.15"
"3181715410372"	"147.51"	"-54.15"
"3181715410394"	"128.51"	"-67.36"
"3181715410408"	"153.71"	"-45.41"
"3181716410372"	"450.12"	"-68.18"
"3181716410394"	"418.62"	"-84.32"
"3181716410408"	"471.07"	"-57.40"
"3181718410366"	"163.38"	"-37.64"
"3181718410372"	"163.38"	"-37.64"
"3181718410374"	"112.71"	"-72.81"
"3181718410404"	"131.71"	"-59.60"
"3181718410408"	"169.58"	"-28.90"
